2024-08-10 10:59:54,"호호 부는 튜브","파산여부 답 선형회귀 맞나요 "
2024-08-10 10:59:58,"권투하는 무지","아니 근데 이거 3일의전사 쌉가능인데요?"
2024-08-10 11:00:01,"파이팅팅","그이까요"
2024-08-10 11:00:03,"권투하는 무지","60은 충분히 나올듯"
2024-08-10 11:00:04,"부끄러운 어피치","저는 이거 했어요…."
2024-08-10 11:00:05,"가즈아","EM 알고리즘 
향상도
Mallcow cp. (2번)
alpha (p value 아님) 
무조건 제거 아님
후진선택법은 상수암을때까지 제거히는게아님(정답 2)
공통저변 문제는 공통(누구나접속)  이거하나만. 쉬움
전략적중요도
최적화 (도활확최)
insight (통찰)
엘보우계수
분산감소량 (분류모델 로직아닌것)
사과는 4/10
Apriori는 적정 지지도 기반에서 분석하는것
시그모이드가 아님
질변 9/20
t통계량 1번 
speed 
선형회귀 (분류모델이아님)"
2024-08-10 11:03:57,"위키북스 담당자","💙시험 보시느라 너무 고생했습니다!
시험 문제 조금 맞춰보고
오늘 푹 쉬고 놀아보아요!

토닥토닥 수고했어요!
자신이 노력한 것보다 더 결과가 잘 나오기를 바라요! 

✨시험 후기 이벤트/난이도 체크
https://cafe.naver.com/easyadsp/12071

✨시험 후기 작성하기
https://cafe.naver.com/easyadsp/menu/18

⚡우수 스터디원 공지
https://cafe.naver.com/easyadsp/9511
"
2024-08-10 11:03:59,"선풍기 바람 쐬는 어피치","전 api"
2024-08-10 11:04:00,"울고있는 어피치","울고있는 어피치님이 나갔습니다."
2024-08-10 11:04:01,"일하기 싫은 네오","알고리즘 나오는거"
2024-08-10 11:04:02,"Okddori","휴 api했는데"
2024-08-10 11:04:04,"인사하는 프로도","인사하는 프로도님이 들어왔습니다."
2024-08-10 11:04:05,"리듬타는 제이지","50번"
2024-08-10 11:04:05,"라이언 붕붕카를 탄 무지","라이언 붕붕카를 탄 무지님이 들어왔습니다."
2024-08-10 11:04:06,"리듬타는 제이지","문제 보기"
2024-08-10 11:04:08,"리듬타는 제이지","대충이라도"
2024-08-10 11:04:09,"머리 빗는 네오","그게 답인가요??"
2024-08-10 11:04:11,"신나는 프로도","라이브러리아님?? 플랫폼인데"
2024-08-10 11:04:12,"일하기 싫은 네오","1번 연관규칙
2번 구매분석"
2024-08-10 11:04:13,"일하기 싫은 네오","뭐시기"
2024-08-10 11:04:13,"하트뽀뽀 어피치","Aproi?"
2024-08-10 11:04:14,"단호한 프로도","라이브러리"
2024-08-10 11:04:14,"일하기 싫은 네오",".."
2024-08-10 11:04:16,"단호한 프로도","했는데용"
2024-08-10 11:04:16,"엄지척 프로도","엄지척 프로도님이 나갔습니다."
2024-08-10 11:04:16,"부끄러운 어피치","엇 api인가요 라이브러리인가요?"
2024-08-10 11:04:18,"열심히 일하는 네오","열심히 일하는 네오님이 들어왔습니다."
2024-08-10 11:04:18,"머리 빗는 네오","Apori 나오는거 요"
2024-08-10 11:04:18,"청소하는 튜브","아니 47-50 쭉 2번이에요?"
2024-08-10 11:04:18,"코파","API 아닌거 같은데요"
2024-08-10 11:04:18,"기타치는 튜브","3과목 기출에서 많이 나왔나요,,?"
2024-08-10 11:04:19,"하트뽀뽀 어피치","50qjs"
2024-08-10 11:04:22,"Okddori","일단 모두들 고생하셨습미다.."
2024-08-10 11:04:22,"ADSP합격해","ADSP합격해님이 나갔습니다."
2024-08-10 11:04:24,"가즈아","apriori .. 최소의 지지도에서 분석시행"
2024-08-10 11:04:24,"단호한 프로도","이거 문제가 뭐였나요?"
2024-08-10 11:04:26,"엄지척 어피치","사진"
2024-08-10 11:04:27,"울고있는 어피치","답 분산감소 아니에여?"
2024-08-10 11:04:30,"엄지척 어피치","49번 신뢰도 같은데여?"
2024-08-10 11:04:31,"청소하는 튜브","왜 자꾸 번호가 반복되죠"
